id,x,y,tier
0,0.217688,0.469602,3
1,0.249556,0.454542,3
2,0.195562,0.469704,3
3,0.204656,0.418062,3
4,0.207025,0.438591,3
5,0.210307,0.459872,3
6,0.230693,0.459072,3
7,0.218687,0.460897,3
8,0.203736,0.460257,3
9,0.205945,0.449965,3
10,0.223241,0.45424,3
11,0.233737,0.455613,3
12,0.257719,0.486313,3
13,0.228619,0.463778,3
14,0.188457,0.417668,3
15,0.218326,0.483399,3
16,0.20348,0.461231,3
17,0.26126,0.469251,3
18,0.247072,0.454111,3
19,0.235235,0.476215,3
20,0.213822,0.463836,3
21,0.212637,0.426493,3
22,0.229756,0.468083,3
23,0.199434,0.459487,3
24,0.194791,0.442969,3
25,0.212736,0.455133,3
26,0.198626,0.485904,3
27,0.21961,0.46202,3
28,0.222503,0.437553,3
29,0.23111,0.455283,3
30,0.210967,0.439517,3
31,0.222538,0.45056,3
32,0.223982,0.416612,3
33,0.23315,0.447215,3
34,0.23634,0.463457,3
35,0.208597,0.464181,3
36,0.225493,0.450189,3
37,0.231732,0.476174,3
38,0.213942,0.451479,3
39,0.247865,0.478668,3
40,0.761168,0.584805,3
41,0.781526,0.526447,3
42,0.777161,0.497215,3
43,0.782292,0.547402,3
44,0.783723,0.486334,3
45,0.769715,0.530346,3
46,0.77155,0.493441,3
47,0.807491,0.526817,3
48,0.773372,0.50016,3
49,0.780444,0.518696,3
50,0.78607,0.542541,3
51,0.810524,0.490681,3
52,0.795496,0.537185,3
53,0.815989,0.556952,3
54,0.80888,0.505889,3
55,0.789479,0.527268,3
56,0.775301,0.525201,3
57,0.7428,0.534488,3
58,0.797433,0.51032,3
59,0.76059,0.491235,3
60,0.782088,0.534727,3
61,0.769084,0.516671,3
62,0.7431,0.524662,3
63,0.806685,0.559119,3
64,0.783674,0.556181,3
65,0.764761,0.535757,3
66,0.744844,0.525521,3
67,0.771484,0.496383,3
68,0.803576,0.545309,3
69,0.790819,0.54006,3
70,0.819478,0.514042,3
71,0.791934,0.512903,3
72,0.770696,0.528675,3
73,0.761249,0.523915,3
74,0.786346,0.473035,3
75,0.785451,0.513667,3
76,0.793944,0.507353,3
77,0.781236,0.555463,3
78,0.788373,0.4971,3
79,0.768146,0.540199,3
80,0.573777,0.203264,2
81,0.571964,0.219424,2
82,0.587571,0.251737,2
83,0.532015,0.215282,2
84,0.551988,0.270963,2
85,0.564973,0.202856,2
86,0.561456,0.24483,2
87,0.55121,0.17402,2
88,0.578861,0.208001,2
89,0.563228,0.212718,2
90,0.587808,0.206078,2
91,0.552907,0.238151,2
92,0.575605,0.238791,2
93,0.581421,0.227603,2
94,0.552265,0.169337,2
95,0.617651,0.21602,2
96,0.553183,0.188769,2
97,0.573813,0.213054,2
98,0.579227,0.216747,2
99,0.575245,0.200504,2
100,0,0.707513,2
101,0.0500554,0.665293,2
102,0.0277668,0.66333,2
103,0,0.736736,2
104,0.062503,0.767802,2
105,0.0664485,0.675394,2
106,0.0453833,0.707157,2
107,0.0192259,0.714941,2
108,0.0659194,0.688812,2
109,0.0487926,0.711122,2
110,0.0472387,0.701768,2
111,0.0383347,0.652929,2
112,0.00922147,0.719764,2
113,0.00724883,0.717943,2
114,0.062186,0.592341,2
115,0.0612282,0.619171,2
116,0.0155884,0.666369,2
117,0,0.685037,2
118,0.0315266,0.659598,2
119,0,0.676663,2
120,0.0390804,0.04455,2
121,0.000799553,0,2
122,0.0215348,0,2
123,0.00217179,0,2
124,0.0873167,0,2
125,0,0,2
126,0.0214357,0,2
127,0,0.063989,2
128,0.00325811,0,2
129,0.0518229,0.0295433,2
130,0.0120478,0.0765248,2
131,0.0902789,0.0119372,2
132,0,0.0555492,2
133,0.034205,0,2
134,0.0479985,0.00303172,2
135,0,0.000199006,2
136,0.0167204,0,2
137,0,0,2
138,0,0.0097934,2
139,0.0575851,0,2
140,0.376078,0.606066,1
141,0.539511,0.54782,1
142,0.430799,0.580356,1
143,0.33408,0.643707,1
144,0.439514,0.547781,1
145,0.35733,0.7139,1
146,0.482407,0.575626,1
147,0.423744,0.591566,1
148,0.390543,0.597979,1
149,0.352593,0.587534,1
150,0.937152,0.410122,1
151,1,0.457776,1
152,0.928258,0.349106,1
153,0.941465,0.35143,1
154,0.914406,0.406074,1
155,0.993468,0.431509,1
156,0.847013,0.444707,1
157,0.912721,0.350678,1
